ВАРЕНИКИ	Страва з тіста з картоплею чи вишнями
ГАЛУШКИ	Полтавські шматочки вареного тіста
БОРЩ	Страва, внесена ЮНЕСКО до спадщини як українська
ДЕРУНИ	Картопляні оладки
УЗВАР	Напій із сушених фруктів
ПАЛЯНИЦЯ	Круглий пшеничний хліб, слово-перевірка
СКРИПКА	Струнний інструмент, на якому грають смичком
ВІОЛОНЧЕЛЬ	Великий смичковий інструмент, на якому грають сидячи
КОНТРАБАС	Найбільший смичковий інструмент
АРФА	Струнний інструмент, на якому грають, перебираючи струни пальцями
ГІТАРА	Шестиструнний щипковий інструмент
ФЛЕЙТА	Духовий інструмент, у який дмуть збоку
ГОБОЙ	Дерев'яний духовий інструмент із подвійною тростиною
КЛАРНЕТ	Дерев'яний духовий інструмент з одинарною тростиною
ФАГОТ	Низький дерев'яний духовий інструмент
ТРОМБОН	Мідний духовий інструмент із кулісою
ВАЛТОРНА	Мідний духовий інструмент, скручений у кільце
САКСОФОН	Мідний за матеріалом, але дерев'яний за класифікацією інструмент джазу
ТРУБА	Мідний духовий інструмент із найвищим звучанням у групі
ЛИТАВРИ	Великі котлоподібні барабани оркестру
КСИЛОФОН	Ударний інструмент із дерев'яних брусків
ОРГАН	Найбільший клавішний інструмент із трубами
РОЯЛЬ	Великий клавішний інструмент із горизонтальними струнами
АКОРДЕОН	Гармоніка з клавіатурою як у фортепіано
ОРКЕСТР	Великий колектив музикантів
ДИРИГЕНТ	Керівник оркестру з паличкою
СИМФОНІЯ	Великий твір для оркестру з кількох частин
ОПЕРА	Вистава, де персонажі співають
ОПЕРЕТА	Легка комедійна опера з розмовними діалогами
БАЛЕТ	Вистава, де все розповідають танцем
АРІЯ	Сольний номер в опері
ТЕНОР	Високий чоловічий голос
СОПРАНО	Найвищий жіночий голос
АКОРД	Кілька нот, узятих разом
НОТА	Знак для запису звуку
ГАМА	Звуки ладу, зіграні підряд угору чи вниз
РИТМ	Чергування довгих і коротких звуків
ТЕМП	Швидкість виконання музики
КАМЕРТОН	Вилка, за звуком якої настроюють інструменти
МЕТРОНОМ	Прилад, що відстукує темп
ПАРТИТУРА	Нотний запис усіх партій оркестру
МОЦАРТ	Композитор, автор «Чарівної флейти»
БЕТХОВЕН	Композитор, що написав Дев'яту симфонію, уже майже не чуючи
ШОПЕН	Польський композитор, автор ноктюрнів
ВІВАЛЬДІ	Автор «Пор року»
МОЛЬБЕРТ	Підставка для полотна художника
ПАЛІТРА	Дощечка, на якій художник змішує фарби
ПЕНЗЕЛЬ	Інструмент художника з ворсом
АКВАРЕЛЬ	Прозорі фарби, які розводять водою
ГУАШ	Непрозорі водяні фарби
ПАСТЕЛЬ	Сухі кольорові крейди художника
ФРЕСКА	Розпис по сирій штукатурці
МОЗАЇКА	Зображення зі шматочків смальти чи каменю
ГРАВЮРА	Відбиток малюнка, вирізаного на дошці чи металі
ПОРТРЕТ	Зображення людини
ПЕЙЗАЖ	Картина природи
НАТЮРМОРТ	Картина з неживих предметів
ЕСКІЗ	Попередній начерк
СКУЛЬПТУРА	Об'ємний твір мистецтва
ІКОНА	Священне зображення в церкві
ВІТРАЖ	Візерунок із кольорового скла у вікні
МУЗЕЙ	Заклад, де зберігають і показують колекції
ГАЛЕРЕЯ	Виставкова зала картин
ЛУВР	Паризький музей, де зберігається «Мона Ліза»
ПРАДО	Мадридський музей живопису
ГОГЕН	Французький художник, що малював Таїті
МОНЕ	Імпресіоніст, автор «Враження. Схід сонця»
РЕМБРАНДТ	Голландський майстер світлотіні, автор «Нічної варти»
ПІКАССО	Автор «Герніки»
ДАЛІ	Сюрреаліст, автор картини з м'якими годинниками
РАФАЕЛЬ	Автор «Сикстинської мадонни»
РОМАН	Великий прозовий твір
НОВЕЛА	Короткий прозовий твір із несподіваною розв'язкою
БАЙКА	Повчальний твір із тваринами-героями
ПОЕМА	Великий віршований твір із сюжетом
СОНЕТ	Вірш із чотирнадцяти рядків
БАЛАДА	Віршована розповідь із фантастичним сюжетом
ЕПІГРАФ	Цитата перед текстом твору
ЕПОПЕЯ	Великий епічний твір про події народного масштабу
ТРАГЕДІЯ	Драма з загибеллю героя
КОМЕДІЯ	Смішна п'єса
ДРАМА	Твір, призначений для сцени
РИМА	Співзвучність закінчень рядків
МЕТАФОРА	Перенесення значення за подібністю
ГІПЕРБОЛА	Художнє перебільшення
АЛЕГОРІЯ	Іносказання, як у байці
ЕПІТЕТ	Художнє означення, як-от «сизий орел»
АНТОНІМ	Слово з протилежним значенням
СИНОНІМ	Слово з близьким значенням
ОМОНІМ	Слово, що звучить однаково з іншим, але має інше значення
АБЗАЦ	Відступ на початку частини тексту
ЕПІЛОГ	Заключна частина твору після розв'язки
ПРОЛОГ	Вступна частина твору
ПСЕВДОНІМ	Вигадане ім'я автора
ГАМЛЕТ	Данський принц у трагедії Шекспіра
ОДІССЕЙ	Цар Ітаки, що десять років повертався додому
ГОМЕР	Сліпий поет, автор «Іліади»
РОБІНЗОН	Моряк, що 28 років прожив на безлюдному острові
ГУЛЛІВЕР	Мандрівник, що потрапив до ліліпутів
ПІНОККІО	Дерев'яний хлопчик, у якого від брехні росте ніс
ШЕРЛОК	Ім'я детектива з Бейкер-стріт
ПУАРО	Бельгійський детектив Агати Крісті
ЗЕВС	Верховний бог давніх греків
АФІНА	Грецька богиня мудрості
АПОЛЛОН	Грецький бог мистецтв і сонця
ГЕРМЕС	Вісник богів у крилатих сандаліях
АРТЕМІДА	Грецька богиня полювання
АФРОДІТА	Грецька богиня кохання
ПОСЕЙДОН	Грецький бог морів із тризубом
ГЕРАКЛ	Герой, що здійснив дванадцять подвигів
ПРОМЕТЕЙ	Титан, що викрав для людей вогонь
НАРЦИС	Юнак, що закохався у своє відображення
МІНОТАВР	Чудовисько лабіринту з головою бика
ПЕГАС	Крилатий кінь
КЕНТАВР	Напівлюдина-напівкінь
ФЕНІКС	Птах, що відроджується з попелу
ТРОЯ	Місто, взяте за допомогою дерев'яного коня
АХІЛЛЕС	Герой, вразливий лише в п'яту
ОДІН	Верховний бог скандинавів
ПЕРУН	Слов'янський бог грому
ДАЖБОГ	Слов'янський бог сонця
ФУТБОЛ	Гра, у якій руками може грати лише воротар
ХОКЕЙ	Гра з шайбою на льоду
ТЕНІС	Гра ракетками через сітку на корті
ВОЛЕЙБОЛ	Гра, де м'яч перекидають через сітку руками
БАСКЕТБОЛ	Гра з кидками м'яча в кошик
ГАНДБОЛ	Командна гра, у якій м'яч закидають у ворота руками
БІАТЛОН	Лижні перегони зі стрільбою
ФЕХТУВАННЯ	Двобій на рапірах, шпагах чи шаблях
ГІМНАСТИКА	Вид спорту з вправами на брусах і колоді
ШАХИ	Гра, у якій мат ставлять королю
ШАШКИ	Гра, у якій фішка, що дійшла до краю, стає дамкою
ГРОСМЕЙСТЕР	Найвище звання шахіста
ГАМБІТ	Шаховий дебют із жертвою
РОКІРОВКА	Одночасний хід королем і турою
ФЕРЗЬ	Найсильніша шахова фігура
ТУРА	Шахова фігура, що ходить по прямій
КОРТ	Майданчик для тенісу
РАКЕТКА	Спортивне знаряддя тенісиста
ШАЙБА	Гумовий диск у хокеї
ПЕНАЛЬТІ	Одинадцятиметровий удар
ГОЛКІПЕР	Воротар у футболі
АРБІТР	Суддя в спорті
СТАДІОН	Спортивна арена з трибунами
ТРАМПЛІН	Споруда для стрибків на лижах
СЛАЛОМ	Гірськолижний спуск між воротами
КЕРЛІНГ	Гра, у якій камені ковзають льодом до мішені
ДЗЮДО	Японська боротьба, олімпійський вид спорту
КАРАТЕ	Японське бойове мистецтво «порожньої руки»
БОКС	Двобій у рукавицях на рингу
РИНГ	Майданчик для боксу
МЕДАЛЬ	Нагорода переможцю змагань
КУБОК	Трофей переможця турніру
РЕКОРД	Найкращий досягнутий результат
ЕСТАФЕТА	Командні перегони з передачею палички
ПАРАСОЛЬКА	Захист від дощу, що складається
ГОДИННИК	Прилад, що показує час
КАЛЕНДАР	Таблиця днів, тижнів і місяців
ЛІХТАР	Переносне джерело світла
СВІЧКА	Віск із ґнотом
ДЗЕРКАЛО	Поверхня, у якій бачиш своє відображення
НОЖИЦІ	Інструмент для різання з двома лезами
ГОЛКА	Тонкий інструмент із вушком для нитки
НАПЕРСТОК	Ковпачок на палець для шиття
ПРАСКА	Прилад, яким розгладжують одяг
ВІНИК	Жмут прутів для підмітання
ВІДРО	Посудина для води з дужкою
ЧАЙНИК	Посудина, у якій кип'ятять воду
СКОВОРІДКА	Посуд для смаження
КАСТРУЛЯ	Посуд для варіння
ДРУШЛЯК	Миска з дірками для відціджування
ТЕРКА	Кухонне знаряддя для подрібнення овочів
КОРКОТЯГ	Знаряддя, яким відкривають пляшку вина
ТЕРМОС	Посудина, що довго тримає тепло
ЛУПА	Збільшувальне скло
БІНОКЛЬ	Прилад, щоб роздивлятися далеке обома очима
ФОТОАПАРАТ	Прилад, що робить знімки
ПЛІВКА	Носій кадрів у старих камерах
НЕГАТИВ	Зображення на плівці з оберненими тонами
ЛАМПА	Джерело світла на столі
ВИМИКАЧ	Пристрій, яким гасять світло
РОЗЕТКА	Гніздо, у яке вмикають штепсель
БАТАРЕЯ	Прилад опалення під вікном
КОМОД	Низька шафа з шухлядами
ШАФА	Меблі для одягу
ДИВАН	М'які меблі для сидіння й сну
КРІСЛО	М'яке сидіння з бильцями
ТАБУРЕТ	Сидіння без спинки
ПОЛИЦЯ	Дошка на стіні для книжок
КИЛИМ	Тканий виріб на підлогу чи стіну
ФІРАНКА	Легка завіса на вікні
ПОДУШКА	Те, на що кладуть голову вві сні
КОВДРА	Тепле покривало
ЛІКАР	Фахівець, що ставить діагноз
ПЕКАР	Той, хто щоранку виймає з печі булки
КРАВЕЦЬ	Майстер, що шиє одяг на замовлення
ШЕВЧИК	Майстер, що лагодить взуття
КОВАЛЬ	Майстер, що гне розпечене залізо біля горна
ГОНЧАР	Майстер, що ліпить глечики на крузі
ТЕСЛЯР	Майстер, що працює з деревом сокирою
МУЛЯР	Робітник, що кладе цеглу
ПАСІЧНИК	Той, хто доглядає бджіл
ЛІСНИК	Охоронець лісу
РИБАЛКА	Той, хто ловить рибу
ПІЛОТ	Той, хто керує літаком
МОРЯК	Людина, що служить на кораблі
КАПІТАН	Командир корабля
ШТУРМАН	Член екіпажу, що прокладає курс
АРХІТЕКТОР	Той, хто проєктує будинки
ІНЖЕНЕР	Фахівець із технічною освітою
АГРОНОМ	Фахівець із вирощування культур
ВЕТЕРИНАР	Лікар тварин
ФАРМАЦЕВТ	Фахівець з ліків в аптеці
АДВОКАТ	Захисник у суді
НОТАРІУС	Посадова особа, що засвідчує документи
ЖУРНАЛІСТ	Автор новин і репортажів
РЕДАКТОР	Той, хто виправляє й готує текст до друку
ПЕРЕКЛАДАЧ	Фахівець, що передає текст іншою мовою
БІБЛІОТЕКАР	Працівник, що видає книжки
АСТРОНОМ	Учений, що вивчає небесні тіла
ГЕОЛОГ	Учений, що шукає корисні копалини
АРХЕОЛОГ	Учений, що розкопує давні поселення
ХІМІК	Учений, що ставить реакції в лабораторії
СТОМАТОЛОГ	Зубний лікар
ХІРУРГ	Лікар, що оперує
БАРИСТА	Майстер, що готує каву
КУХАР	Той, хто готує страви
ОФІЦІАНТ	Той, хто подає страви в ресторані
ЛИСТОНОША	Той, хто розносить пошту
КОНДУКТОР	Той, хто продає квитки в транспорті
ЛІТАК	Повітряне судно з крилами
ГЕЛІКОПТЕР	Повітряне судно з гвинтом над кабіною
ДИРИЖАБЛЬ	Керований аеростат, легший за повітря
АЕРОСТАТ	Повітряна куля
ПАРАШУТ	Купол для безпечного спуску з неба
ТРАМВАЙ	Електричний вагон на рейках у місті
ТРОЛЕЙБУС	Електричний автобус із «вусами»
МЕТРО	Підземна залізниця
ПОТЯГ	Кілька вагонів із локомотивом
ЛОКОМОТИВ	Тягова машина потяга
ВЕЛОСИПЕД	Двоколісний транспорт із педалями
САМОКАТ	Дошка на колесах із кермом
МОТОЦИКЛ	Двоколісний транспорт із двигуном
ЯХТА	Прогулянкове вітрильне чи моторне судно
ПАРОПЛАВ	Судно з паровою машиною
КАТАМАРАН	Судно з двома корпусами
БАЙДАРКА	Легкий спортивний човен із дволопатевим веслом
ВІТРИЛО	Полотнище, що ловить вітер
ЯКІР	Те, що тримає судно на місці
КЕРМО	Колесо, яким керують автомобілем
МАЯК	Вежа з вогнем, що світить кораблям
ПОРТ	Гавань для суден
ВОКЗАЛ	Будівля для пасажирів залізниці
АЕРОПОРТ	Місце, де сідають і злітають літаки
СВІТЛОФОР	Прилад, що регулює рух на перехресті
ВЕСЕЛКА	Кольорова дуга на небі після дощу
ГРІМ	Звук після блискавки
БЛИСКАВКА	Розряд електрики в грозу
ТУМАН	Хмара біля самої землі
ІНЕЙ	Кристалики льоду на гілках у морозний ранок
ОЖЕЛЕДЬ	Льодова кірка на дорогах
ХУРТОВИНА	Снігова буря
ЛЮТИЙ	Найкоротший місяць року
ВЕРЕСЕНЬ	Місяць, коли починається навчальний рік
ЛИСТОПАД	Місяць, назва якого описує осінь за вікном
РІВНОДЕННЯ	Двічі на рік день і ніч однакові
СОНЦЕСТОЯННЯ	Найдовший або найкоротший день року
СТОЛІТТЯ	Сто років
ТИСЯЧОЛІТТЯ	Десять століть
СЕКУНДА	Шістдесята частина хвилини
АБЕТКА	Алфавіт
ГРАМАТИКА	Правила мови
СЛОВНИК	Книжка, де слова розташовані за алфавітом
ЕНЦИКЛОПЕДІЯ	Довідник з усіх галузей знань
БІБЛІОТЕКА	Установа, де беруть книжки
АРХІВ	Сховище документів
ЛАБІРИНТ	Заплутана система ходів
ГОЛОВОЛОМКА	Задача, над якою треба поміркувати
ЗАГАДКА	Питання, у якому прихована відповідь
РЕБУС	Загадка з малюнків і літер
АНАГРАМА	Слово з переставлених літер іншого слова
ПАЛІНДРОМ	Слово, що однаково читається з обох боків
ДОМІНО	Гра з кісточками, позначеними крапками
ЛОТО	Гра з барильцями й картками
ПАЗЛ	Картинка, яку складають зі шматочків
КАЛЕЙДОСКОП	Трубка з кольоровими скельцями й дзеркалами
ГОЙДАЛКА	Сидіння на мотузках, що хитається
ЛЯЛЬКА	Іграшка у вигляді людини
КОРИЦЯ	Прянощі з висушеної оболонки стовбура тропічного дерева
ВАНІЛЬ	Прянощі зі стручків орхідеї
ШАФРАН	Найдорожча пряність світу з квіток крокусу
ГВОЗДИКА	Пряність із висушених бутонів, тезка квітки
ІМБИР	Пекучий корінь для чаю
КАРДАМОН	Пряність у зелених коробочках, яку додають у каву
КАВА	Напій зі смажених зерен
КАКАО	Напій із бобів, з яких роблять шоколад
ШОКОЛАД	Солодощі з какао-бобів
МАРМЕЛАД	Желейні солодощі з фруктів
ПАСТИЛА	Повітряні солодощі з яблучного пюре
ЗЕФІР	Солодощі, названі на честь західного вітру
ПАХЛАВА	Східні солодощі з листкового тіста й горіхів
КРУАСАН	Французька булочка-рогалик
БАГЕТ	Довгий французький батон
ПІЦА	Італійський корж із сиром і томатами
ЛАЗАНЬЯ	Італійська запіканка з пластів тіста
РАВІОЛІ	Італійські «вареники»
СУШІ	Японська страва з рису й риби
ПАЕЛЬЯ	Іспанська страва з рису й морепродуктів
ФОНДЮ	Швейцарська страва з розтопленого сиру
ГУЛЯШ	Угорська густа страва з паприкою
ОМЛЕТ	Страва зі збитих яєць
СИРНИКИ	Оладки з кисломолочного сиру
ЙОГУРТ	Кисломолочний продукт із закваскою
КЕФІР	Кисломолочний напій
РЯЖАНКА	Кисломолочний напій із топленого молока
БРИНЗА	Солоний овечий сир
ПАРМЕЗАН	Твердий італійський сир
ВАРЕННЯ	Ягоди, довго томлені з цукром
